,Stock,Best case profits ratio,Worst case profits ratio,Best case losses ratio,Worst case losses ratio,Max. trade period in days,Min. trade period in days,Avg. trade period in days,Median trade period in days,Total exploration time
0,MMM,0.5585696670776819,0.5585696670776819,0.4401972872996301,0.4401972872996301,156,1,32.03822441430333,23.0,15.811798572540283
1,AOS,0.5316804407713499,0.5316804407713499,0.465564738292011,0.465564738292011,155,1,22.639118457300274,16.0,5.18153715133667
2,ABT,0.5911111111111111,0.5911111111111111,0.4066666666666667,0.4066666666666667,113,1,29.137777777777778,24.0,8.0281503200531
3,ABBV,0.6372549019607843,0.6372549019607843,0.3627450980392157,0.3627450980392157,82,3,20.725490196078432,14.5,1.4595496654510498
4,ABMD,0.5303867403314917,0.5248618784530387,0.4696132596685083,0.47513812154696133,90,1,9.69060773480663,7.0,1.379453420639038
5,ACN,0.6168582375478927,0.6168582375478927,0.3793103448275862,0.3793103448275862,153,3,26.203065134099617,21.0,4.21599555015564
6,ATVI,0.5358649789029536,0.5316455696202531,0.4430379746835443,0.4472573839662447,129,1,17.147679324894515,10.0,2.735532522201538
7,ADM,0.5331412103746398,0.5331412103746398,0.4668587896253602,0.4668587896253602,122,1,22.53314121037464,17.0,4.963538646697998
8,ADBE,0.5932835820895522,0.5932835820895522,0.40671641791044777,0.40671641791044777,85,1,15.522388059701493,12.0,3.053981065750122
9,ADP,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,157,1,29.39334637964775,22.0,9.42379879951477
10,AAP,0.5523809523809524,0.5523809523809524,0.44761904761904764,0.44761904761904764,134,1,20.30952380952381,16.0,2.751892566680908
11,AES,0.5319148936170213,0.5319148936170213,0.46808510638297873,0.46808510638297873,93,1,17.378723404255318,12.0,2.903712272644043
12,AFL,0.49061032863849763,0.49061032863849763,0.5070422535211268,0.5070422535211268,152,1,30.643192488262912,20.0,7.940051555633545
13,A,0.564,0.564,0.436,0.436,89,1,19.824,15.0,3.1128790378570557
14,AIG,0.6709219858156028,0.6709219858156028,0.3276595744680851,0.3276595744680851,2626,1,548.7106382978724,38.0,215.28423285484314
15,APD,0.5717255717255717,0.5717255717255717,0.4261954261954262,0.4261954261954262,143,1,27.264033264033262,21.0,8.257012605667114
16,AKAM,0.49171270718232046,0.49171270718232046,0.5082872928176796,0.5082872928176796,116,1,13.292817679558011,10.0,1.7660622596740723
17,ALK,0.5095541401273885,0.5095541401273885,0.49044585987261147,0.49044585987261147,78,1,14.178343949044587,10.0,3.116957426071167
18,ALB,0.5823754789272031,0.5823754789272031,0.41762452107279696,0.41762452107279696,114,1,17.754789272030653,13.0,2.9972167015075684
19,ARE,0.6586102719033232,0.6586102719033232,0.33534743202416917,0.33534743202416917,172,1,32.9214501510574,23.0,6.499330282211304
