,Stock,Best case profits ratio,Worst case profits ratio,Best case losses ratio,Worst case losses ratio,Max. trade period in days,Min. trade period in days,Avg. trade period in days,Median trade period in days,Total exploration time
0,MMM,0.7097170971709718,0.7097170971709718,0.2902829028290283,0.2902829028290283,129,1,15.495694956949569,11.0,8.604138374328613
1,AOS,0.6701846965699209,0.6701846965699209,0.32981530343007914,0.32981530343007914,73,1,12.29287598944591,8.0,3.517219305038452
2,ABT,0.7398720682302772,0.7377398720682303,0.2601279317697228,0.2622601279317697,77,1,13.825159914712154,10.0,4.4606773853302
3,ABBV,0.7647058823529411,0.7549019607843137,0.23529411764705882,0.24509803921568626,39,1,9.411764705882353,6.5,0.7575275897979736
4,ABMD,0.6519337016574586,0.6408839779005525,0.34806629834254144,0.35911602209944754,36,1,5.585635359116022,3.0,1.1298699378967285
5,ACN,0.7751937984496124,0.7751937984496124,0.22093023255813954,0.22093023255813954,64,1,11.813953488372093,8.0,2.084178924560547
6,ATVI,0.6846473029045643,0.6597510373443983,0.3070539419087137,0.33195020746887965,76,1,8.141078838174273,6.0,1.7083299160003662
7,ADM,0.7060518731988472,0.7060518731988472,0.29394812680115273,0.29394812680115273,64,1,11.688760806916427,9.0,3.1875081062316895
8,ADBE,0.737037037037037,0.7333333333333333,0.26296296296296295,0.26666666666666666,49,1,7.955555555555556,6.0,1.6853187084197998
9,ADP,0.7401574803149606,0.7401574803149606,0.25984251968503935,0.25984251968503935,86,1,14.246062992125983,10.0,4.898171663284302
10,AAP,0.6948356807511737,0.6948356807511737,0.3051643192488263,0.3051643192488263,104,1,9.577464788732394,6.0,1.5014047622680664
11,AES,0.6708333333333333,0.6666666666666666,0.32916666666666666,0.3333333333333333,72,1,9.5625,6.0,1.7206075191497803
12,AFL,0.7029478458049887,0.7029478458049887,0.29705215419501135,0.29705215419501135,101,1,15.151927437641723,10.0,4.70047402381897
13,A,0.7206477732793523,0.7165991902834008,0.2793522267206478,0.2834008097165992,50,1,9.412955465587045,7.0,1.7350282669067383
14,AIG,0.7968970380818053,0.7968970380818053,0.20310296191819463,0.20310296191819463,2626,1,537.7038081805359,18.0,216.59341835975647
15,APD,0.735655737704918,0.7336065573770492,0.26434426229508196,0.26639344262295084,80,1,13.479508196721312,9.0,4.451941013336182
16,AKAM,0.6629834254143646,0.6574585635359116,0.3370165745856354,0.3425414364640884,48,1,7.071823204419889,5.0,1.0491812229156494
17,ALK,0.697452229299363,0.6910828025477707,0.30254777070063693,0.3089171974522293,50,1,7.165605095541402,5.0,1.868494987487793
18,ALB,0.7709923664122137,0.7709923664122137,0.22900763358778625,0.22900763358778625,65,1,8.064885496183207,6.5,1.8749477863311768
19,ARE,0.7935103244837758,0.7935103244837758,0.20353982300884957,0.20353982300884957,88,1,13.498525073746313,9.0,3.37593412399292
20,ALGN,0.7152777777777778,0.7083333333333334,0.2847222222222222,0.2916666666666667,28,1,6.0625,5.0,0.8775372505187988
21,ALLE,0.6587301587301587,0.6587301587301587,0.3412698412698413,0.3412698412698413,57,1,11.34920634920635,8.0,1.0556426048278809
22,LNT,0.7865853658536586,0.7865853658536586,0.21138211382113822,0.21138211382113822,267,1,21.96747967479675,13.0,6.957703351974487
23,ALL,0.7603092783505154,0.7603092783505154,0.2345360824742268,0.2345360824742268,113,1,16.322164948453608,10.0,4.182888746261597
24,GOOGL,0.782608695652174,0.782608695652174,0.21739130434782608,0.21739130434782608,72,1,10.708695652173914,8.0,1.7629146575927734
25,GOOG,0.762114537444934,0.762114537444934,0.23788546255506607,0.23788546255506607,43,1,9.550660792951541,8.0,1.6082768440246582
26,MO,0.6850507982583455,0.6850507982583455,0.3134978229317852,0.3134978229317852,99,1,14.857764876632801,11.0,7.010390281677246
27,AMZN,0.7703349282296651,0.7655502392344498,0.22966507177033493,0.23444976076555024,59,1,9.569377990430622,7.0,1.8683993816375732
28,AMCR,0.8035714285714286,0.8035714285714286,0.17857142857142858,0.17857142857142858,814,1,49.392857142857146,10.5,1.7702751159667969
29,AMD,0.6634146341463415,0.6585365853658537,0.33658536585365856,0.34146341463414637,38,1,4.521951219512195,3.0,0.9575057029724121
30,AEE,0.7443820224719101,0.7443820224719101,0.25280898876404495,0.25280898876404495,100,1,18.615168539325843,11.0,4.265993356704712
31,AAL,0.625,0.6153846153846154,0.375,0.38461538461538464,17,1,5.028846153846154,4.0,0.7822141647338867
32,AEP,0.7351664254703328,0.7351664254703328,0.26483357452966716,0.26483357452966716,217,1,21.930535455861072,13.0,9.807857751846313
33,AXP,0.6303724928366762,0.6289398280802292,0.36962750716332377,0.37106017191977075,330,1,24.78223495702006,9.5,10.91657543182373
34,AMT,0.7674418604651163,0.7635658914728682,0.23255813953488372,0.2364341085271318,76,1,11.523255813953488,8.0,2.097377061843872
35,AWK,0.8551401869158879,0.8551401869158879,0.14018691588785046,0.14018691588785046,70,1,15.313084112149532,11.5,2.250739812850952
36,AMP,0.7569060773480663,0.7569060773480663,0.2430939226519337,0.2430939226519337,36,1,8.276243093922652,6.0,1.1873891353607178
37,ABC,0.718978102189781,0.7153284671532847,0.28102189781021897,0.2846715328467153,55,1,8.978102189781023,7.0,1.830127239227295
38,AME,0.6764705882352942,0.6737967914438503,0.3155080213903743,0.3181818181818182,133,1,15.155080213903743,10.0,3.852177381515503
39,AMGN,0.6871794871794872,0.6871794871794872,0.3128205128205128,0.3128205128205128,46,1,10.005128205128205,8.0,2.9519636631011963
40,APH,0.6967213114754098,0.6967213114754098,0.3005464480874317,0.3005464480874317,88,1,12.456284153005464,9.0,3.451566696166992
41,ADI,0.65,0.65,0.35,0.35,99,1,8.8875,7.0,2.4840662479400635
42,ANSS,0.7477064220183486,0.7477064220183486,0.25229357798165136,0.25229357798165136,73,1,10.339449541284404,7.0,1.7114536762237549
43,ANTM,0.7381974248927039,0.7381974248927039,0.26180257510729615,0.26180257510729615,61,1,9.772532188841202,7.0,1.697474479675293
44,AON,0.723175965665236,0.723175965665236,0.27682403433476394,0.27682403433476394,96,1,13.708154506437769,10.0,4.430099725723267
45,APA,0.6420454545454546,0.6392045454545454,0.35795454545454547,0.36079545454545453,56,1,7.3835227272727275,5.0,2.1427600383758545
46,AAPL,0.5934343434343434,0.5934343434343434,0.4065656565656566,0.4065656565656566,54,1,8.659090909090908,7.0,2.691960096359253
47,AMAT,0.6284722222222222,0.6284722222222222,0.3715277777777778,0.3715277777777778,55,1,7.402777777777778,6.0,1.7433562278747559
48,APTV,0.7398373983739838,0.7398373983739838,0.2601626016260163,0.2601626016260163,58,1,8.34959349593496,6.0,0.917813777923584
49,ANET,0.8028169014084507,0.7887323943661971,0.19718309859154928,0.2112676056338028,25,1,6.704225352112676,6.0,0.47166919708251953
50,AIZ,0.7625570776255708,0.7625570776255708,0.2328767123287671,0.2328767123287671,99,1,12.114155251141552,9.0,2.1573240756988525
51,T,0.7111517367458866,0.7111517367458866,0.28884826325411334,0.28884826325411334,115,1,18.20840950639854,12.0,6.511418342590332
52,ATO,0.745575221238938,0.745575221238938,0.25442477876106195,0.25442477876106195,149,1,17.54646017699115,11.0,5.284428834915161
53,ADSK,0.6605166051660517,0.6531365313653137,0.33948339483394835,0.34686346863468637,37,1,5.881918819188192,5.0,1.5516383647918701
54,AZO,0.7361963190184049,0.7361963190184049,0.26380368098159507,0.26380368098159507,82,1,10.760736196319018,8.0,2.6921136379241943
55,AVB,0.7370030581039755,0.7339449541284404,0.26299694189602446,0.26605504587155965,100,1,15.84097859327217,10.0,3.4120261669158936
56,AVY,0.7086956521739131,0.7086956521739131,0.29130434782608694,0.29130434782608694,91,1,11.847826086956522,8.0,3.833789348602295
57,BKR,0.6629213483146067,0.6629213483146067,0.33707865168539325,0.33707865168539325,39,1,6.419475655430712,5.0,1.6300151348114014
58,BALL,0.6297169811320755,0.6273584905660378,0.36792452830188677,0.37028301886792453,75,1,15.014150943396226,10.0,4.455765247344971
59,BAC,0.6932668329177057,0.6932668329177057,0.30673316708229426,0.30673316708229426,114,1,13.24937655860349,9.0,3.6917831897735596
60,BBWI,0.6946308724832215,0.6912751677852349,0.3053691275167785,0.3087248322147651,71,1,8.271812080536913,6.0,2.1359899044036865
61,BAX,0.764,0.762,0.236,0.238,75,1,13.934,10.0,4.709628582000732
62,BDX,0.7074074074074074,0.7074074074074074,0.29074074074074074,0.29074074074074074,88,1,15.829629629629629,11.0,5.63688850402832
63,WRB,0.7218390804597701,0.7195402298850575,0.27586206896551724,0.27816091954022987,113,1,16.22528735632184,11.0,4.755722522735596
64,BBY,0.6580882352941176,0.6544117647058824,0.34191176470588236,0.34558823529411764,33,1,6.363970588235294,5.0,1.5071675777435303
65,BIO,0.7023498694516971,0.6997389033942559,0.29765013054830286,0.3002610966057441,90,1,11.391644908616188,7.0,3.2635810375213623
66,TECH,0.7193675889328063,0.7193675889328063,0.28063241106719367,0.28063241106719367,66,1,10.671936758893281,7.0,2.0562050342559814
67,BIIB,0.7259615384615384,0.7211538461538461,0.2692307692307692,0.27403846153846156,36,1,7.024038461538462,5.0,1.21321439743042
68,BLK,0.7383512544802867,0.7347670250896058,0.2616487455197133,0.26523297491039427,72,1,10.35125448028674,7.0,2.1414403915405273
69,BK,0.676678445229682,0.6749116607773852,0.32332155477031804,0.3250883392226148,125,1,14.355123674911662,9.0,5.441663026809692
70,BA,0.6705685618729097,0.6688963210702341,0.3294314381270903,0.3311036789297659,97,1,11.040133779264215,7.0,4.727196216583252
71,BKNG,0.775,0.775,0.225,0.225,43,1,7.705,5.0,1.4589710235595703
72,BWA,0.6877470355731226,0.6837944664031621,0.31225296442687744,0.31620553359683795,43,1,8.885375494071146,7.0,1.8223211765289307
73,BXP,0.752442996742671,0.752442996742671,0.247557003257329,0.247557003257329,96,1,13.026058631921824,9.0,2.7573180198669434
74,BSX,0.6533864541832669,0.6533864541832669,0.3466135458167331,0.3466135458167331,88,1,9.318725099601593,6.0,1.8698418140411377
75,BMY,0.7018633540372671,0.7018633540372671,0.2981366459627329,0.2981366459627329,114,1,14.841614906832298,10.0,6.482956886291504
76,AVGO,0.7815126050420168,0.7815126050420168,0.2184873949579832,0.2184873949579832,35,1,7.243697478991597,5.0,1.0072848796844482
77,BR,0.7395833333333334,0.7291666666666666,0.2604166666666667,0.2708333333333333,72,1,13.140625,9.0,1.9016642570495605
78,BRO,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,134,1,16.80351906158358,11.0,4.29765510559082
79,CHRW,0.7717391304347826,0.7717391304347826,0.22826086956521738,0.22826086956521738,73,1,10.391304347826088,7.0,2.154766321182251
80,CDNS,0.7401574803149606,0.7322834645669292,0.25984251968503935,0.2677165354330709,42,1,7.807086614173229,6.0,1.5752308368682861
81,CZR,0.7352941176470589,0.6764705882352942,0.2647058823529412,0.3235294117647059,14,1,3.411764705882353,2.0,0.2357923984527588
82,CPT,0.8052325581395349,0.8052325581395349,0.19476744186046513,0.19476744186046513,143,1,14.906976744186046,10.0,4.1437671184539795
83,CPB,0.74375,0.74375,0.25416666666666665,0.25416666666666665,147,1,15.241666666666667,10.0,5.2817816734313965
84,COF,0.7107142857142857,0.7107142857142857,0.2892857142857143,0.2892857142857143,50,1,8.971428571428572,6.0,1.970325231552124
85,CAH,0.7338501291989664,0.7338501291989664,0.2661498708010336,0.2661498708010336,58,1,10.702842377260982,8.0,3.0034868717193604
86,KMX,0.6716417910447762,0.6616915422885572,0.3283582089552239,0.3383084577114428,40,1,6.63681592039801,5.0,1.223874807357788
87,CCL,0.7323943661971831,0.7295774647887324,0.2676056338028169,0.2704225352112676,57,1,9.428169014084506,7.0,2.7461063861846924
88,CARR,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.42857142857142855,18,1,6.809523809523809,5.0,0.36565065383911133
89,CTLT,0.7761194029850746,0.7761194029850746,0.208955223880597,0.208955223880597,42,1,7.731343283582089,5.0,0.5089902877807617
90,CAT,0.6814516129032258,0.6814516129032258,0.3185483870967742,0.3185483870967742,72,1,12.646505376344086,9.0,6.538951635360718
91,CBOE,0.7887323943661971,0.7887323943661971,0.20422535211267606,0.20422535211267606,62,1,10.816901408450704,8.0,1.3082501888275146
92,CBRE,0.6938775510204082,0.6938775510204082,0.30612244897959184,0.30612244897959184,69,1,9.523809523809524,7.0,1.0867185592651367
93,CDW,0.6990291262135923,0.6990291262135923,0.30097087378640774,0.30097087378640774,47,1,9.446601941747574,7.0,0.7754833698272705
94,CE,0.6939890710382514,0.6885245901639344,0.30601092896174864,0.3114754098360656,89,1,10.562841530054644,6.0,1.4308631420135498
95,CNC,0.7210884353741497,0.7142857142857143,0.2789115646258503,0.2857142857142857,38,1,6.993197278911564,5.0,0.9103717803955078
96,CNP,0.7272727272727273,0.7227272727272728,0.2696969696969697,0.27424242424242423,137,1,18.313636363636363,13.0,7.97501540184021
97,CDAY,0.7083333333333334,0.6666666666666666,0.2916666666666667,0.3333333333333333,18,1,3.0833333333333335,2.0,0.1856834888458252
98,CERN,0.6692015209125475,0.6692015209125475,0.3155893536121673,0.3155893536121673,101,1,11.832699619771864,8.0,2.2003870010375977
99,CF,0.7737226277372263,0.7664233576642335,0.22627737226277372,0.23357664233576642,46,1,6.489051094890511,5.0,0.8258552551269531
100,CRL,0.7381974248927039,0.7381974248927039,0.26180257510729615,0.26180257510729615,61,1,9.566523605150214,7.0,1.6087243556976318
101,SCHW,0.7307692307692307,0.7202797202797203,0.2692307692307692,0.27972027972027974,32,1,6.884615384615385,5.0,1.6299164295196533
102,CHTR,0.746268656716418,0.746268656716418,0.2537313432835821,0.2537313432835821,63,1,8.052238805970148,6.0,0.8968386650085449
103,CVX,0.6605633802816901,0.6605633802816901,0.33943661971830985,0.33943661971830985,113,1,13.687323943661973,10.0,6.640682697296143
104,CMG,0.7290322580645161,0.7225806451612903,0.2709677419354839,0.27741935483870966,57,1,8.006451612903225,6.0,1.154456615447998
105,CB,0.7619047619047619,0.7587301587301587,0.23492063492063492,0.23809523809523808,140,1,14.834920634920636,9.0,3.1879794597625732
106,CHD,0.7857142857142857,0.7857142857142857,0.20982142857142858,0.20982142857142858,97,1,16.75,11.0,5.257777452468872
107,CI,0.7362385321100917,0.7362385321100917,0.26376146788990823,0.26376146788990823,82,1,10.045871559633028,7.0,3.221553087234497
108,CINF,0.7364341085271318,0.7364341085271318,0.26356589147286824,0.26356589147286824,107,1,16.8656330749354,10.0,4.384436368942261
109,CTAS,0.7683284457478006,0.7653958944281525,0.2316715542521994,0.23460410557184752,75,1,10.882697947214076,7.0,2.6758601665496826
110,CSCO,0.7508305647840532,0.7508305647840532,0.24916943521594684,0.24916943521594684,81,1,10.146179401993356,8.0,2.335081100463867
111,C,0.715370018975332,0.715370018975332,0.2846299810246679,0.2846299810246679,125,1,12.0853889943074,7.0,4.691636562347412
112,CFG,0.7176470588235294,0.7176470588235294,0.2823529411764706,0.2823529411764706,41,1,7.305882352941176,5.0,0.6934266090393066
113,CTXS,0.7174887892376681,0.7174887892376681,0.25112107623318386,0.25112107623318386,100,1,11.125560538116591,7.0,1.7895143032073975
