,Stock,Best case profits ratio,Worst case profits ratio,Best case losses ratio,Worst case losses ratio,Max. trade period in days,Min. trade period in days,Avg. trade period in days,Median trade period in days,Total exploration time
0,MMM,0.5323565323565324,0.5323565323565324,0.463980463980464,0.463980463980464,1426,3,309.7680097680098,262.0,146.6563401222229
1,AOS,0.4037940379403794,0.4037940379403794,0.5907859078590786,0.5907859078590786,568,5,147.93224932249322,117.0,31.345970153808594
2,ABT,0.5353319057815846,0.5353319057815846,0.43683083511777304,0.43683083511777304,1891,3,272.84796573875803,245.0,72.1691210269928
3,ABBV,0.47115384615384615,0.47115384615384615,0.47115384615384615,0.47115384615384615,538,5,145.25,99.5,8.791697025299072
4,ABMD,0.36464088397790057,0.36464088397790057,0.6298342541436464,0.6298342541436464,320,1,57.59668508287293,36.0,6.314503192901611
5,ACN,0.5294117647058824,0.5294117647058824,0.4666666666666667,0.4666666666666667,795,3,252.48235294117646,222.0,35.64913272857666
6,ATVI,0.48760330578512395,0.48760330578512395,0.4793388429752066,0.4793388429752066,1153,1,157.84710743801654,88.0,21.636350631713867
7,ADM,0.3954802259887006,0.3954802259887006,0.5819209039548022,0.5819209039548022,1339,5,194.60734463276836,122.0,40.30177402496338
8,ADBE,0.4684014869888476,0.4684014869888476,0.5278810408921933,0.5278810408921933,551,1,125.07063197026022,84.0,20.333628177642822
9,ADP,0.6011673151750972,0.6011673151750972,0.3715953307392996,0.3715953307392996,1423,3,301.3035019455253,261.0,87.21642303466797
10,AAP,0.35071090047393366,0.35071090047393366,0.6445497630331753,0.6445497630331753,499,3,130.7440758293839,108.0,15.67708134651184
11,AES,0.34763948497854075,0.34763948497854075,0.6437768240343348,0.6437768240343348,730,4,141.21459227467813,109.0,18.57579231262207
12,AFL,0.48604651162790696,0.48604651162790696,0.4883720930232558,0.4883720930232558,1080,3,250.12790697674419,188.5,61.82814288139343
13,A,0.4637096774193548,0.4637096774193548,0.532258064516129,0.532258064516129,995,1,191.31048387096774,137.5,26.838623046875
14,AIG,0.6008462623413258,0.6008462623413258,0.385049365303244,0.385049365303244,2730,1,681.3822284908322,282.0,272.71946597099304
15,APD,0.5381443298969072,0.5381443298969072,0.4515463917525773,0.4515463917525773,1163,7,263.04742268041235,209.0,71.88005566596985
16,AKAM,0.27071823204419887,0.27071823204419887,0.6961325966850829,0.6961325966850829,583,1,102.64088397790056,67.0,10.686839580535889
17,ALK,0.3387096774193548,0.3387096774193548,0.6451612903225806,0.6451612903225806,495,1,99.21935483870968,74.5,17.809383630752563
18,ALB,0.36923076923076925,0.36923076923076925,0.6230769230769231,0.6230769230769231,667,3,147.45384615384614,106.5,21.75828194618225
19,ARE,0.4408284023668639,0.4408284023668639,0.5059171597633136,0.5059171597633136,962,3,260.50887573964496,223.5,49.26856470108032
